blast_file,break_type,locus_tag,subject_start,subject_end,break_position
GCA_004370515_1.blastn.txt,end,PA2402,1726,1975,1975
GCA_028568195_1.blastn.txt,beg,PA2402,2002,1703,2002
GCA_004350385_1.blastn.txt,beg,PA2402,2029,2278,2029
GCA_004370515_1.blastn.txt,beg,PA2402,2045,2294,2045
GCA_023074245_1.blastn.txt,beg,PA2402,2066,1573,2066
GCA_963438465_1.blastn.txt,end,PA2402,2316,2067,2067
GCA_963447035_1.blastn.txt,end,PA2402,2316,2067,2067
GCA_025123615_1.blastn.txt,end,PA2402,2429,2077,2077
GCA_963440875_1.blastn.txt,beg,PA2402,2081,1833,2081
GCA_013115485_1.blastn.txt,beg,PA2402,2083,2293,2083
GCA_039570865_1.blastn.txt,beg,PA2402,2083,2332,2083
GCA_023933665_1.blastn.txt,beg,PA2402,2101,2350,2101
GCA_004372495_1.blastn.txt,beg,PA2402,2143,1894,2143
GCA_028568275_1.blastn.txt,beg,PA2402,2144,2479,2144
GCA_028568275_1.blastn.txt,beg,PA2402,2144,2479,2144
GCA_013115485_1.blastn.txt,beg,PA2402,2181,1695,2181
GCA_039570865_1.blastn.txt,end,PA2402,1717,2193,2193
GCA_039570865_1.blastn.txt,end,PA2402,1954,2193,2193
GCA_013115485_1.blastn.txt,end,PA2402,2444,2195,2195
GCA_963454465_1.blastn.txt,end,PA2402,1947,2196,2196
GCA_963433735_1.blastn.txt,beg,PA2402,2211,1966,2211
GCA_963433735_1.blastn.txt,end,PA2402,1964,2212,2212
GCA_019166725_1.blastn.txt,end,PA2402,2463,2214,2214
GCA_019167725_1.blastn.txt,end,PA2402,2463,2214,2214
GCA_028568195_1.blastn.txt,end,PA2402,2463,2214,2214
GCA_001037195_1.blastn.txt,beg,PA2402,2243,1808,2243
GCA_028568275_1.blastn.txt,end,PA2402,2021,2270,2270
GCA_004350385_1.blastn.txt,end,PA2402,2033,2282,2282
GCA_019166725_1.blastn.txt,end,PA2402,2041,2290,2290
GCA_019167725_1.blastn.txt,end,PA2402,2041,2290,2290
GCA_013115485_1.blastn.txt,end,PA2402,2083,2293,2293
GCA_963440875_1.blastn.txt,beg,PA2402,2294,2543,2294
GCA_963440875_1.blastn.txt,beg,PA2402,2295,2543,2295
GCA_963449025_1.blastn.txt,beg,PA2402,2336,2088,2336
GCA_963449025_1.blastn.txt,beg,PA2402,2337,2088,2337
GCA_023074245_1.blastn.txt,end,PA2402,2587,2338,2338
GCA_028568195_1.blastn.txt,beg,PA2402,2340,2091,2340
GCA_016009715_1.blastn.txt,end,PA2402,2091,2340,2340
GCA_028568195_1.blastn.txt,end,PA2402,1916,2340,2340
GCA_025123755_1.blastn.txt,end,PA2402,2790,2344,2344
GCA_036236935_1.blastn.txt,end,PA2402,2599,2352,2352
GCA_025123615_1.blastn.txt,end,PA2402,2602,2353,2353
GCA_025235705_1.blastn.txt,end,PA2402,2602,2353,2353
GCA_028568275_1.blastn.txt,end,PA2402,2602,2353,2353
GCA_004350385_1.blastn.txt,beg,PA2402,2375,2624,2375
GCA_004372495_1.blastn.txt,end,PA2402,2626,2377,2377
GCA_004350385_1.blastn.txt,end,PA2402,2631,2382,2382
GCA_025123755_1.blastn.txt,end,PA2402,2171,2420,2420
GCA_025123755_1.blastn.txt,end,PA2402,2171,2420,2420
GCA_028568275_1.blastn.txt,end,PA2402,2669,2426,2426
GCA_025123615_1.blastn.txt,beg,PA2402,2429,2077,2429
GCA_025235705_1.blastn.txt,beg,PA2402,2429,2180,2429
GCA_036236935_1.blastn.txt,beg,PA2402,2429,2180,2429
GCA_003974905_1.blastn.txt,end,PA2402,2696,2447,2447
GCA_023074245_1.blastn.txt,beg,PA2402,2448,1956,2448
GCA_023074245_1.blastn.txt,beg,PA2402,2448,1956,2448
GCA_001037195_1.blastn.txt,end,PA2402,2642,2471,2471
GCA_028568275_1.blastn.txt,end,PA2402,2144,2479,2479
GCA_028568275_1.blastn.txt,end,PA2402,2144,2479,2479
GCA_002312095_1.blastn.txt,beg,PA2402,2501,2744,2501
GCA_004372495_1.blastn.txt,end,PA2402,2265,2514,2514
GCA_963449685_1.blastn.txt,beg,PA2402,2516,2267,2516
GCA_963437705_1.blastn.txt,beg,PA2402,2531,2283,2531
GCA_963454075_1.blastn.txt,end,PA2402,2321,2567,2567
GCA_963454075_1.blastn.txt,end,PA2402,2321,2570,2570
GCA_001453615_1.blastn.txt,beg,PA2402,2599,2848,2599
GCA_003974905_1.blastn.txt,end,PA2402,2862,2615,2615
GCA_031488955_2.blastn.txt,end,PA2402,2367,2616,2616
GCA_029423715_3.blastn.txt,beg,PA2402,2620,2869,2620
GCA_029423715_3.blastn.txt,end,PA2402,2869,2620,2620
GCA_001037195_1.blastn.txt,end,PA2402,2763,2623,2623
GCA_963449685_1.blastn.txt,beg,PA2402,2648,2399,2648
GCA_004350385_1.blastn.txt,end,PA2402,2399,2648,2648
GCA_029397895_1.blastn.txt,end,PA2402,2920,2672,2672
GCA_025123755_1.blastn.txt,beg,PA2402,2714,2963,2714
GCA_025123755_1.blastn.txt,beg,PA2402,2714,2963,2714
GCA_963438465_1.blastn.txt,beg,PA2402,2742,2494,2742
GCA_963447035_1.blastn.txt,beg,PA2402,2742,2494,2742
GCA_029605155_1.blastn.txt,end,PA2402,2494,2742,2742
GCA_029605155_1.blastn.txt,beg,PA2402,2743,2494,2743
GCA_013115485_1.blastn.txt,beg,PA2402,2744,2993,2744
GCA_902203585_1.blastn.txt,beg,PA2402,2754,2991,2754
GCA_902203585_1.blastn.txt,beg,PA2402,2754,3003,2754
GCA_039570865_1.blastn.txt,beg,PA2402,2771,2997,2771
GCA_016009715_1.blastn.txt,end,PA2402,2991,2771,2771
GCA_039570865_1.blastn.txt,end,PA2402,3020,2771,2771
GCA_031488955_2.blastn.txt,end,PA2402,2531,2780,2780
GCA_025123755_1.blastn.txt,beg,PA2402,2790,2344,2790
GCA_963444575_1.blastn.txt,beg,PA2402,2792,3040,2792
GCA_028568195_1.blastn.txt,beg,PA2402,2813,2991,2813
GCA_028568195_1.blastn.txt,end,PA2402,3062,2813,2813
GCA_963444105_1.blastn.txt,end,PA2402,2596,2816,2816
GCA_963433075_1.blastn.txt,end,PA2402,3073,2824,2824
GCA_963437285_1.blastn.txt,beg,PA2402,2827,2578,2827
GCA_963437285_1.blastn.txt,end,PA2402,2991,2828,2828
GCA_963437285_1.blastn.txt,end,PA2402,3077,2829,2829
GCA_963454075_1.blastn.txt,end,PA2402,3077,2829,2829
GCA_013115485_1.blastn.txt,beg,PA2402,2842,2593,2842
GCA_013115485_1.blastn.txt,beg,PA2402,2842,2593,2842
GCA_963429955_1.blastn.txt,end,PA2402,3100,2851,2851
GCA_025106445_1.blastn.txt,end,PA2402,2991,2863,2863
GCA_025106445_1.blastn.txt,end,PA2402,3112,2863,2863
GCA_023074245_1.blastn.txt,end,PA2402,2991,2879,2879
GCA_023074245_1.blastn.txt,end,PA2402,3128,2879,2879
GCA_039570865_1.blastn.txt,end,PA2402,2632,2881,2881
GCA_963433735_1.blastn.txt,beg,PA2402,2883,2991,2883
GCA_963443145_1.blastn.txt,beg,PA2402,2883,2991,2883
GCA_963449685_1.blastn.txt,end,PA2402,3132,2883,2883
GCA_029605155_1.blastn.txt,beg,PA2402,2884,3132,2884
GCA_963443145_1.blastn.txt,beg,PA2402,2884,3132,2884
GCA_963433735_1.blastn.txt,end,PA2402,3132,2884,2884
GCA_013115485_1.blastn.txt,end,PA2402,3144,2895,2895
GCA_902203585_1.blastn.txt,beg,PA2402,2901,2652,2901
GCA_963438465_1.blastn.txt,end,PA2402,3151,2902,2902
GCA_963447035_1.blastn.txt,end,PA2402,3151,2902,2902
GCA_025235705_1.blastn.txt,end,PA2402,3163,2914,2914
GCA_025235705_1.blastn.txt,end,PA2402,3163,2914,2914
GCA_036236935_1.blastn.txt,end,PA2402,3163,2914,2914
GCA_036236935_1.blastn.txt,end,PA2402,3163,2914,2914
GCA_003935835_1.blastn.txt,beg,PA2402,2915,3164,2915
GCA_019167725_1.blastn.txt,beg,PA2402,2915,3164,2915
GCA_025123615_1.blastn.txt,beg,PA2402,2915,3164,2915
GCA_019166725_1.blastn.txt,end,PA2402,3164,2915,2915
GCA_019166725_1.blastn.txt,end,PA2402,3164,2915,2915
GCA_019167725_1.blastn.txt,end,PA2402,3164,2915,2915
GCA_025104815_1.blastn.txt,beg,PA2402,2917,3166,2917
GCA_023933665_1.blastn.txt,beg,PA2402,2939,3188,2939
GCA_025106445_1.blastn.txt,beg,PA2402,2939,2690,2939
GCA_028568195_1.blastn.txt,beg,PA2402,2939,2690,2939
GCA_963454465_1.blastn.txt,end,PA2402,3189,2941,2941
GCA_963449025_1.blastn.txt,end,PA2402,3208,2959,2959
GCA_963437705_1.blastn.txt,beg,PA2402,2960,3208,2960
GCA_963449025_1.blastn.txt,end,PA2402,3208,2960,2960
GCA_038594085_1.blastn.txt,end,PA2402,3220,2971,2971
GCA_023933665_1.blastn.txt,end,PA2402,2744,2987,2987
GCA_003974905_1.blastn.txt,beg,PA2402,2989,2740,2989
GCA_023074245_1.blastn.txt,beg,PA2402,2989,2740,2989
GCA_025235705_1.blastn.txt,beg,PA2402,2990,2741,2990
GCA_036236935_1.blastn.txt,beg,PA2402,2990,2741,2990
GCA_019166725_1.blastn.txt,beg,PA2402,2991,2742,2991
GCA_019167725_1.blastn.txt,beg,PA2402,2991,2742,2991
GCA_025123615_1.blastn.txt,beg,PA2402,2991,2744,2991
GCA_003935835_1.blastn.txt,end,PA2402,2744,2991,2991
GCA_038594085_1.blastn.txt,end,PA2402,2744,2991,2991
GCA_031488955_2.blastn.txt,beg,PA2402,2993,3242,2993
GCA_013115485_1.blastn.txt,end,PA2402,2744,2993,2993
GCA_963451295_1.blastn.txt,end,PA2402,3243,2994,2994
GCA_031488955_2.blastn.txt,end,PA2402,3237,3061,3061
GCA_016338985_1.blastn.txt,end,PA2402,4302,4053,4053
GCA_963433075_1.blastn.txt,beg,PA2402,6145,5896,6145
GCA_963433075_1.blastn.txt,end,PA2402,6395,6146,6146
GCA_963437705_1.blastn.txt,end,PA2402,7453,7411,7411
GCA_035727575_1.blastn.txt,beg,PA2402,8465,8619,8465
GCA_001449725_1.blastn.txt,end,PA2402,8619,8465,8465
GCA_031210765_1.blastn.txt,end,PA2402,8619,8465,8465
GCA_036599025_1.blastn.txt,end,PA2402,8619,8465,8465
GCA_015736465_1.blastn.txt,beg,PA2402,8510,8619,8510
GCA_000950725_1.blastn.txt,beg,PA2402,8619,8510,8619
GCA_035727575_1.blastn.txt,end,PA2402,8465,8619,8619
GCA_963428675_1.blastn.txt,beg,PA2402,8683,8797,8683
GCA_963433775_1.blastn.txt,beg,PA2402,8683,8797,8683
GCA_016338985_1.blastn.txt,beg,PA2402,8919,8670,8919
GCA_963433075_1.blastn.txt,beg,PA2402,8919,8670,8919
GCA_963438465_1.blastn.txt,beg,PA2402,8919,8670,8919
GCA_963447035_1.blastn.txt,beg,PA2402,8919,8670,8919
GCA_963451295_1.blastn.txt,beg,PA2402,8919,8670,8919
GCA_025104815_1.blastn.txt,beg,PA2402,8920,9169,8920
GCA_025123615_1.blastn.txt,beg,PA2402,8920,9169,8920
GCA_963438465_1.blastn.txt,beg,PA2402,8920,9169,8920
GCA_963447035_1.blastn.txt,beg,PA2402,8920,9169,8920
GCA_023933665_1.blastn.txt,end,PA2402,8725,8974,8974
GCA_025104815_1.blastn.txt,end,PA2402,8747,8996,8996
GCA_025123615_1.blastn.txt,end,PA2402,8747,8996,8996
GCA_025123755_1.blastn.txt,end,PA2402,8747,8996,8996
GCA_963433075_1.blastn.txt,end,PA2402,9309,9060,9060
GCA_038594085_1.blastn.txt,beg,PA2402,9084,8835,9084
GCA_963433735_1.blastn.txt,beg,PA2402,9092,9063,9092
GCA_963443145_1.blastn.txt,end,PA2402,9063,9092,9092
GCA_019166725_1.blastn.txt,beg,PA2402,9170,9063,9170
GCA_019167725_1.blastn.txt,beg,PA2402,9170,9063,9170
GCA_025123755_1.blastn.txt,beg,PA2402,9199,9448,9199
GCA_025123755_1.blastn.txt,beg,PA2402,9199,9448,9199
GCA_029397895_1.blastn.txt,end,PA2402,9063,9257,9257
GCA_003935835_1.blastn.txt,beg,PA2402,9259,9476,9259
GCA_013115485_1.blastn.txt,end,PA2402,9762,9276,9276
GCA_963433735_1.blastn.txt,end,PA2402,9476,9294,9294
GCA_003935835_1.blastn.txt,end,PA2402,9086,9335,9335
GCA_013115485_1.blastn.txt,beg,PA2402,9357,9108,9357
GCA_013115485_1.blastn.txt,beg,PA2402,9357,9108,9357
GCA_963444575_1.blastn.txt,end,PA2402,9114,9362,9362
GCA_029605155_1.blastn.txt,end,PA2402,9612,9363,9363
GCA_029605155_1.blastn.txt,beg,PA2402,9364,9612,9364
GCA_023933665_1.blastn.txt,end,PA2402,9734,9387,9387
GCA_001037195_1.blastn.txt,end,PA2402,9824,9389,9389
GCA_025104815_1.blastn.txt,end,PA2402,9728,9400,9400
GCA_025104815_1.blastn.txt,end,PA2402,9728,9400,9400
GCA_016337725_1.blastn.txt,beg,PA2402,9456,9207,9456
GCA_025104815_1.blastn.txt,end,PA2402,9227,9476,9476
GCA_902203585_1.blastn.txt,end,PA2402,9239,9476,9476
GCA_902203585_1.blastn.txt,end,PA2402,9853,9604,9604
GCA_021681715_1.blastn.txt,end,PA2402,9887,9638,9638
GCA_963438465_1.blastn.txt,end,PA2402,9398,9647,9647
GCA_963447035_1.blastn.txt,end,PA2402,9398,9647,9647
GCA_963438465_1.blastn.txt,beg,PA2402,9649,9897,9649
GCA_028937265_3.blastn.txt,end,PA2402,9898,9649,9649
GCA_963447035_1.blastn.txt,end,PA2402,9897,9649,9649
GCA_025104815_1.blastn.txt,end,PA2402,9901,9652,9652
GCA_025123615_1.blastn.txt,end,PA2402,10010,9658,9658
GCA_963440875_1.blastn.txt,end,PA2402,9414,9663,9663
GCA_025104815_1.blastn.txt,beg,PA2402,9728,9400,9728
GCA_025104815_1.blastn.txt,beg,PA2402,9728,9400,9728
GCA_023933665_1.blastn.txt,beg,PA2402,9734,9387,9734
GCA_025123615_1.blastn.txt,end,PA2402,9485,9734,9734
GCA_013115485_1.blastn.txt,beg,PA2402,9762,9276,9762
GCA_963454465_1.blastn.txt,end,PA2402,9528,9777,9777
GCA_013115485_1.blastn.txt,end,PA2402,10025,9778,9778
GCA_900143895_1.blastn.txt,beg,PA2402,9805,10223,9805
GCA_001037195_1.blastn.txt,end,PA2402,10069,9805,9805
GCA_001037195_1.blastn.txt,beg,PA2402,9824,9389,9824
GCA_019166725_1.blastn.txt,beg,PA2402,9871,9622,9871
GCA_019167725_1.blastn.txt,beg,PA2402,9871,9622,9871
GCA_029423715_3.blastn.txt,beg,PA2402,9874,9625,9874
GCA_029423715_3.blastn.txt,end,PA2402,9625,9874,9874
GCA_963433075_1.blastn.txt,beg,PA2402,9932,9684,9932
GCA_963433075_1.blastn.txt,beg,PA2402,9933,9684,9933
GCA_003974905_1.blastn.txt,end,PA2402,9687,9936,9936
GCA_963437285_1.blastn.txt,beg,PA2402,9981,9732,9981
GCA_025123615_1.blastn.txt,beg,PA2402,10010,9658,10010
GCA_025235705_1.blastn.txt,beg,PA2402,10010,9761,10010
GCA_036236935_1.blastn.txt,beg,PA2402,10010,9761,10010
GCA_001453615_1.blastn.txt,end,PA2402,9767,10016,10016
GCA_902203585_1.blastn.txt,beg,PA2402,10021,9772,10021
GCA_001037195_1.blastn.txt,beg,PA2402,10069,9805,10069
GCA_004350385_1.blastn.txt,beg,PA2402,10073,9831,10073
GCA_963437705_1.blastn.txt,end,PA2402,9864,10112,10112
GCA_900143895_1.blastn.txt,end,PA2402,9805,10223,10223
GCA_963447035_1.blastn.txt,beg,PA2402,10324,10075,10324
GCA_963438465_1.blastn.txt,end,PA2402,10075,10324,10324
GCA_035727575_1.blastn.txt,end,PA2402,10397,10327,10327
GCA_963444575_1.blastn.txt,end,PA2402,10578,10372,10372
GCA_035727575_1.blastn.txt,beg,PA2402,10397,10327,10397
GCA_963433075_1.blastn.txt,beg,PA2402,10405,10654,10405
GCA_963454075_1.blastn.txt,end,PA2402,10658,10410,10410
GCA_963429955_1.blastn.txt,end,PA2402,10681,10433,10433
GCA_029605155_1.blastn.txt,beg,PA2402,10464,10578,10464
GCA_963449685_1.blastn.txt,beg,PA2402,10465,10713,10465
GCA_013115485_1.blastn.txt,beg,PA2402,10476,10725,10476
GCA_963438465_1.blastn.txt,beg,PA2402,10486,10732,10486
GCA_963447035_1.blastn.txt,beg,PA2402,10486,10732,10486
GCA_003935835_1.blastn.txt,beg,PA2402,10496,10745,10496
GCA_025123615_1.blastn.txt,beg,PA2402,10496,10745,10496
GCA_025104815_1.blastn.txt,beg,PA2402,10498,10747,10498
GCA_963454465_1.blastn.txt,beg,PA2402,10521,10578,10521
GCA_021681715_1.blastn.txt,beg,PA2402,10522,10578,10522
GCA_038594085_1.blastn.txt,end,PA2402,10801,10552,10552
GCA_025104815_1.blastn.txt,beg,PA2402,10574,10325,10574
GCA_963451295_1.blastn.txt,beg,PA2402,10575,10824,10575
GCA_963440875_1.blastn.txt,end,PA2402,11093,11342,11342
GCA_963440875_1.blastn.txt,beg,PA2402,11343,11592,11343
GCA_963440875_1.blastn.txt,end,PA2402,13324,13573,13573
GCA_963451295_1.blastn.txt,end,PA2402,13324,13573,13573
GCA_025123755_1.blastn.txt,beg,PA2402,13574,13823,13574
GCA_028937265_3.blastn.txt,beg,PA2402,13589,13340,13589
GCA_016338985_1.blastn.txt,beg,PA2402,13590,13341,13590
GCA_963454075_1.blastn.txt,beg,PA2402,13590,13341,13590
GCA_963433075_1.blastn.txt,end,PA2402,13341,13590,13590
GCA_963438465_1.blastn.txt,end,PA2402,13341,13590,13590
GCA_963447035_1.blastn.txt,end,PA2402,13341,13590,13590
GCA_023933665_1.blastn.txt,beg,PA2402,13591,13840,13591
GCA_025123615_1.blastn.txt,beg,PA2402,13591,13840,13591
GCA_004350385_1.blastn.txt,end,PA2402,13840,13591,13591
GCA_039568845_1.blastn.txt,end,PA2402,13840,13591,13591
GCA_028937265_3.blastn.txt,beg,PA2402,13612,13861,13612
GCA_963449685_1.blastn.txt,end,PA2402,13380,13628,13628
GCA_963449685_1.blastn.txt,beg,PA2402,13629,13574,13629
GCA_963449685_1.blastn.txt,beg,PA2402,13630,13879,13630
GCA_004372495_1.blastn.txt,beg,PA2402,13643,13892,13643
GCA_031849395_1.blastn.txt,beg,PA2402,13643,13892,13643
GCA_023933665_1.blastn.txt,end,PA2402,13396,13645,13645
GCA_025123615_1.blastn.txt,end,PA2402,13418,13667,13667
GCA_039568845_1.blastn.txt,beg,PA2402,13701,13452,13701
GCA_031849395_1.blastn.txt,end,PA2402,13470,13719,13719
GCA_038594085_1.blastn.txt,beg,PA2402,13747,13995,13747
GCA_963432815_1.blastn.txt,beg,PA2402,13763,13954,13763
GCA_031210765_1.blastn.txt,beg,PA2402,13810,13954,13810
GCA_001449725_1.blastn.txt,end,PA2402,13954,13810,13810
GCA_963433075_1.blastn.txt,end,PA2402,14059,13810,13810
GCA_038594085_1.blastn.txt,end,PA2402,13626,13875,13875
GCA_004350385_1.blastn.txt,beg,PA2402,13889,13640,13889
GCA_004350385_1.blastn.txt,end,PA2402,13640,13889,13889
GCA_004372495_1.blastn.txt,beg,PA2402,13940,13691,13940
GCA_004372495_1.blastn.txt,beg,PA2402,13940,13691,13940
GCA_963451295_1.blastn.txt,end,PA2402,14271,14022,14022
GCA_028435405_1.blastn.txt,end,PA2402,14264,14038,14038
GCA_963429955_1.blastn.txt,beg,PA2402,14112,13864,14112
GCA_003974905_1.blastn.txt,beg,PA2402,14126,13877,14126
GCA_028435405_1.blastn.txt,end,PA2402,14389,14140,14140
GCA_028435405_1.blastn.txt,beg,PA2402,14264,14038,14264
GCA_028435405_1.blastn.txt,end,PA2402,14038,14264,14264
GCA_963449685_1.blastn.txt,end,PA2402,14072,14321,14321
GCA_021680435_1.blastn.txt,beg,PA2402,14396,14147,14396
GCA_021680435_1.blastn.txt,end,PA2402,14147,14396,14396
GCA_963454075_1.blastn.txt,beg,PA2402,14398,14647,14398
GCA_021680435_1.blastn.txt,beg,PA2402,14419,14668,14419
GCA_963433075_1.blastn.txt,beg,PA2402,14525,14276,14525
GCA_963451295_1.blastn.txt,beg,PA2402,14525,14276,14525
GCA_004350385_1.blastn.txt,beg,PA2402,14678,14918,14678
GCA_021680435_1.blastn.txt,beg,PA2402,14760,15009,14760
GCA_020406475_1.blastn.txt,beg,PA2402,14887,14638,14887
GCA_039568845_1.blastn.txt,beg,PA2402,14920,15275,14920
GCA_028937265_3.blastn.txt,end,PA2402,14716,14963,14963
GCA_031849395_1.blastn.txt,end,PA2402,15226,14977,14977
GCA_004372495_1.blastn.txt,end,PA2402,15227,14978,14978
GCA_004372495_1.blastn.txt,end,PA2402,15227,14978,14978
GCA_028937265_3.blastn.txt,beg,PA2402,15047,15296,15047
GCA_031849395_1.blastn.txt,end,PA2402,14804,15053,15053
GCA_963429955_1.blastn.txt,end,PA2402,15303,15054,15054
GCA_016338985_1.blastn.txt,end,PA2402,15321,15072,15072
GCA_025123755_1.blastn.txt,beg,PA2402,15118,15367,15118
GCA_963447035_1.blastn.txt,beg,PA2402,15123,15372,15123
GCA_039568845_1.blastn.txt,beg,PA2402,15165,15414,15165
GCA_025123615_1.blastn.txt,beg,PA2402,15166,15415,15166
GCA_023933665_1.blastn.txt,beg,PA2402,15197,15446,15197
GCA_025123615_1.blastn.txt,end,PA2402,14993,15242,15242
GCA_963433075_1.blastn.txt,beg,PA2402,15243,15450,15243
GCA_963438465_1.blastn.txt,beg,PA2402,15243,15450,15243
GCA_963451295_1.blastn.txt,end,PA2402,15450,15243,15243
GCA_023933665_1.blastn.txt,end,PA2402,15002,15251,15251
GCA_963454075_1.blastn.txt,end,PA2402,15002,15251,15251
GCA_963454075_1.blastn.txt,beg,PA2402,15252,15450,15252
GCA_963449685_1.blastn.txt,end,PA2402,15450,15252,15252
GCA_004372495_1.blastn.txt,end,PA2402,15026,15275,15275
GCA_016337725_1.blastn.txt,end,PA2402,15026,15275,15275
GCA_039568845_1.blastn.txt,end,PA2402,14920,15275,15275
GCA_963440875_1.blastn.txt,end,PA2402,15026,15275,15275
GCA_016337725_1.blastn.txt,beg,PA2402,15276,15450,15276
GCA_963440875_1.blastn.txt,end,PA2402,15450,15276,15276
GCA_036664635_1.blastn.txt,beg,PA2462,1,209,1
GCA_963428675_1.blastn.txt,beg,PA2462,1,250,1
GCA_963451295_1.blastn.txt,beg,PA2462,1,111,1
GCA_036664635_1.blastn.txt,end,PA2462,209,1,1
GCA_963433775_1.blastn.txt,end,PA2462,250,1,1
GCA_031847695_1.blastn.txt,end,PA2462,319,70,70
GCA_030540985_1.blastn.txt,beg,PA2462,77,326,77
GCA_031205835_1.blastn.txt,end,PA2462,326,77,77
GCA_034810865_1.blastn.txt,end,PA2462,1,132,132
GCA_030540985_1.blastn.txt,beg,PA2462,153,1,153
GCA_031205835_1.blastn.txt,beg,PA2462,153,1,153
GCA_003974905_1.blastn.txt,end,PA2462,495,246,246
GCA_963444105_1.blastn.txt,beg,PA2462,248,1,248
GCA_021681715_1.blastn.txt,end,PA2462,1,248,248
GCA_034810865_1.blastn.txt,beg,PA2462,281,530,281
GCA_021680435_1.blastn.txt,beg,PA2462,452,701,452
GCA_003974685_1.blastn.txt,end,PA2462,741,492,492
GCA_963451295_1.blastn.txt,end,PA2462,251,500,500
GCA_963433775_1.blastn.txt,beg,PA2462,529,280,529
GCA_963437285_1.blastn.txt,beg,PA2462,554,305,554
GCA_031488955_2.blastn.txt,end,PA2462,331,580,580
GCA_022341105_1.blastn.txt,end,PA2462,886,595,595
GCA_022341105_1.blastn.txt,end,PA2462,886,595,595
GCA_036599025_1.blastn.txt,beg,PA2462,612,861,612
GCA_036599025_1.blastn.txt,end,PA2462,861,612,612
GCA_037001005_1.blastn.txt,beg,PA2462,644,395,644
GCA_038594085_1.blastn.txt,beg,PA2462,699,984,699
GCA_038594085_1.blastn.txt,end,PA2462,984,699,699
GCA_000950725_1.blastn.txt,beg,PA2462,719,470,719
GCA_963452735_1.blastn.txt,end,PA2462,470,719,719
GCA_963444105_1.blastn.txt,end,PA2462,969,720,720
GCA_963450005_1.blastn.txt,end,PA2462,969,720,720
GCA_022341105_1.blastn.txt,beg,PA2462,721,472,721
GCA_036599025_1.blastn.txt,beg,PA2462,722,473,722
GCA_000950725_1.blastn.txt,end,PA2462,1009,760,760
GCA_022341105_1.blastn.txt,end,PA2462,1231,760,760
GCA_019781145_1.blastn.txt,beg,PA2462,767,1016,767
GCA_004372495_1.blastn.txt,end,PA2462,1056,807,807
GCA_038594085_1.blastn.txt,end,PA2462,584,833,833
GCA_037001005_1.blastn.txt,end,PA2462,1074,875,875
GCA_022341105_1.blastn.txt,beg,PA2462,886,595,886
GCA_022341105_1.blastn.txt,beg,PA2462,886,595,886
GCA_036664635_1.blastn.txt,beg,PA2462,929,680,929
GCA_963428675_1.blastn.txt,end,PA2462,680,929,929
GCA_001449725_1.blastn.txt,beg,PA2462,949,1198,949
GCA_038594085_1.blastn.txt,beg,PA2462,984,699,984
GCA_038594085_1.blastn.txt,end,PA2462,699,984,984
GCA_001453615_1.blastn.txt,beg,PA2462,1012,1261,1012
GCA_028937265_3.blastn.txt,end,PA2462,803,1052,1052
GCA_037001005_1.blastn.txt,beg,PA2462,1074,875,1074
GCA_000481065_1.blastn.txt,beg,PA2462,1113,1362,1113
GCA_000481065_1.blastn.txt,beg,PA2462,1113,1362,1113
GCA_002189115_1.blastn.txt,beg,PA2462,1115,1364,1115
GCA_002189115_1.blastn.txt,beg,PA2462,1115,1364,1115
GCA_025235705_1.blastn.txt,end,PA2462,1404,1155,1155
GCA_036236935_1.blastn.txt,end,PA2462,1408,1159,1159
GCA_022341105_1.blastn.txt,beg,PA2462,1231,760,1231
GCA_025235705_1.blastn.txt,end,PA2462,982,1231,1231
GCA_029423715_3.blastn.txt,beg,PA2462,1233,1479,1233
GCA_034810865_1.blastn.txt,end,PA2462,1479,1233,1233
GCA_031824655_1.blastn.txt,beg,PA2462,1235,986,1235
GCA_036236935_1.blastn.txt,beg,PA2462,1235,986,1235
GCA_002189115_1.blastn.txt,end,PA2462,986,1235,1235
GCA_963444105_1.blastn.txt,beg,PA2462,1236,987,1236
GCA_963450005_1.blastn.txt,beg,PA2462,1236,987,1236
GCA_031824655_1.blastn.txt,end,PA2462,1735,1236,1236
GCA_013115485_1.blastn.txt,beg,PA2462,1246,1495,1246
GCA_015736465_1.blastn.txt,beg,PA2462,1262,1511,1262
GCA_016009715_1.blastn.txt,beg,PA2462,1262,1511,1262
GCA_039570865_1.blastn.txt,end,PA2462,1527,1278,1278
GCA_013620125_1.blastn.txt,beg,PA2462,1291,1540,1291
GCA_019166725_1.blastn.txt,beg,PA2462,1312,1561,1312
GCA_025123755_1.blastn.txt,beg,PA2462,1312,1561,1312
GCA_003935835_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_019167725_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_020406475_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_025104815_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_031205835_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_031849395_1.blastn.txt,end,PA2462,1561,1312,1312
GCA_023909265_1.blastn.txt,beg,PA2462,1318,1567,1318
GCA_023933665_1.blastn.txt,end,PA2462,1583,1337,1337
GCA_038594085_1.blastn.txt,end,PA2462,1710,1368,1368
GCA_015736465_1.blastn.txt,beg,PA2462,1388,1139,1388
GCA_031824055_1.blastn.txt,beg,PA2462,1388,1139,1388
